,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds
11,2024-02-17T17:33:56Z,UC-4h1XQ47sf0vbFwJvuBhEA,Africa Central Bank Will Help Africa Break Free From Unfair Global Finance System - Zambia President,"In a powerful address delivered during the 37th African Union Summit, President Hakainde Hichilema of Zambia emerged as a ...","{'default': {'url': 'https://i.ytimg.com/vi/hln5fZYzd2c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hln5fZYzd2c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hln5fZYzd2c/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-02-17T17:33:56Z,hln5fZYzd2c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hln5fZYzd2c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
18,2024-02-17T16:30:38Z,UCrPq2ekHx2vZtuyG3wUx0_g,When Religion Becomes A Tool To Conquer,,"{'default': {'url': 'https://i.ytimg.com/vi/CYOBUwZc_-w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CYOBUwZc_-w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CYOBUwZc_-w/hqdefault.jpg', 'width': 480, 'height': 360}}",On the Shoulders of Giants,none,2024-02-17T16:30:38Z,CYOBUwZc_-w,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CYOBUwZc_-w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
10,2024-02-17T15:45:11Z,UC1ettU5YSf_nIOJWffCKGQw,3 black histories that will be hidden and forgotten in the future,"Dr. Delbert Blair dives into three black histories that will be erased, hidden and will be forgotten in the future. ✪ Subscribe ...","{'default': {'url': 'https://i.ytimg.com/vi/-XqGCsDozF4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-XqGCsDozF4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-XqGCsDozF4/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-02-17T15:45:11Z,-XqGCsDozF4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-XqGCsDozF4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
23,2024-02-17T14:28:06Z,UCLjzzg-cFWpEEjnWCOpXp3Q,AWML: Reparations Now!,"Join ANWO President, Yejide Orunmila when she will lead a study of the Party's history of forwarding the African reparations ...","{'default': {'url': 'https://i.ytimg.com/vi/zPU1BQXDGjc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zPU1BQXDGjc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zPU1BQXDGjc/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-02-17T14:28:06Z,zPU1BQXDGjc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/zPU1BQXDGjc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
27,2024-02-17T13:26:15Z,UCwZ2vurIl_X8rv0Dv4mu12A,#validation #ambition #ego #contentment#thebaldheadnthedreadpodcast #ineverknewtv,,"{'default': {'url': 'https://i.ytimg.com/vi/e1dQ_e14mfI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/e1dQ_e14mfI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/e1dQ_e14mfI/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-02-17T13:26:15Z,e1dQ_e14mfI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/e1dQ_e14mfI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
22,2024-02-17T07:09:53Z,UCJa58Tf70HC5q2oQDNBrJ2g,MYSTERY OF STORY TELLING SHORT #africannarratives #africa #africancivilization #africanculture,MYSTERY OF STORY TELLING SHORT. #AfricanDocs uploads multiple videos every week. Subscribe to be notified of our next ...,"{'default': {'url': 'https://i.ytimg.com/vi/ITkhLSQBpqc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ITkhLSQBpqc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ITkhLSQBpqc/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-02-17T07:09:53Z,ITkhLSQBpqc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ITkhLSQBpqc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
17,2024-02-17T02:16:41Z,UCABZ7Z6SBTp4IsARDceOq7w,"Shannon Sharpe Called Out Again, Usher And Alicia Keys Spark Debate, No Dates At $50K - CH News Show","https://www.hypeplustv.com/ - CH News Show returns with a new episode, and this time we're taking our topics to late night.","{'default': {'url': 'https://i.ytimg.com/vi/22hiIUbretU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/22hiIUbretU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/22hiIUbretU/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-17T02:16:41Z,22hiIUbretU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/22hiIUbretU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
2,2024-02-17T00:50:42Z,UCjBw2SidW7wFElbmj9bgDjw,An indigenous Egyptian reacts to 1925 documentary: LIVE ft. @daughterofthenile_,My 1925 documentary has caused quite a stir. In this livestream I'm joined by indigenous Egyptian @daughterofthenile_ for a live ...,"{'default': {'url': 'https://i.ytimg.com/vi/hu8nXKpgokk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hu8nXKpgokk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hu8nXKpgokk/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-02-17T00:50:42Z,hu8nXKpgokk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hu8nXKpgokk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
30,2024-02-16T20:57:55Z,UCOhiR-6Y-MZtMERKRENrcRw,"Shakina 60 yrs another victim deceased in Gambia, 6th in 2yrs from US/UK","This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/-uNxtrD91hg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-uNxtrD91hg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-uNxtrD91hg/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-02-16T20:57:55Z,-uNxtrD91hg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-uNxtrD91hg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
21,2024-02-16T20:08:09Z,UC2rmgVaijnf92nixlIZWGmg,Emergency Meeting On The Gambia RIP To Shakina Chinedu,Emergency Meeting On The Gambia Company RIP To Shakina Chinedu Cash App: $amirdynast Patreon: ...,"{'default': {'url': 'https://i.ytimg.com/vi/mPGrCm7CK3M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mPGrCm7CK3M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mPGrCm7CK3M/hqdefault.jpg', 'width': 480, 'height': 360}}",Search For Uhuru,none,2024-02-16T20:08:09Z,mPGrCm7CK3M,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/mPGrCm7CK3M"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
25,2024-02-16T18:46:53Z,UClwrpH_Np9zk8uMwnMwu8Nw,Flying From Jamaica To Meet The President Of Guyana,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/s6z6XLw5S_k/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/s6z6XLw5S_k/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/s6z6XLw5S_k/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-02-16T18:46:53Z,s6z6XLw5S_k,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/s6z6XLw5S_k"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
31,2024-02-16T12:52:43Z,UCepJ2MwkHah89uXokQVgUrA,Brazil Renews Call For Palestine State #Shorts,"Brazilian President Luiz Inácio 'Lula' da Silva, in denouncing Israel's 4-month bombardment and siege of Gaza, called for a ...","{'default': {'url': 'https://i.ytimg.com/vi/V624fXy8apY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/V624fXy8apY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/V624fXy8apY/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-16T12:52:43Z,V624fXy8apY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/V624fXy8apY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
28,2024-02-16T08:00:23Z,UCF-A_4x9-bLrxXrmgBOWuJA,EFF Podcast Episode 16: Imboni Dr. Uzwi Lezwe Radebe on the EFF Podcast.,In this episode we explore the conundrum between Spirituality and Religion. The African Indigenous Spiritual Guide (Imboni) Dr.,"{'default': {'url': 'https://i.ytimg.com/vi/elZTrjiLbTk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/elZTrjiLbTk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/elZTrjiLbTk/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-02-16T08:00:23Z,elZTrjiLbTk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/elZTrjiLbTk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
9,2024-02-16T00:30:02Z,UCl6to6J7oVltnhHEVm1s87A,"Bernard Harris, Jr. became the first African American astronaut to walk in space.","theperspective #africanhistory #africanews #africax5 In 1995, Bernard Harris, Jr. became the first African American astronaut to ...","{'default': {'url': 'https://i.ytimg.com/vi/3yfQQ-DpcVA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3yfQQ-DpcVA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3yfQQ-DpcVA/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-02-16T00:30:02Z,3yfQQ-DpcVA,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/3yfQQ-DpcVA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
5,2024-02-15T18:05:00Z,UCIwGnOXoSXEI7Tooz3iKq5w,Evidence of African Nobility all over Medieval Europe.,,"{'default': {'url': 'https://i.ytimg.com/vi/b-WJ2hel-FQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/b-WJ2hel-FQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/b-WJ2hel-FQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-02-15T18:05:00Z,b-WJ2hel-FQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/b-WJ2hel-FQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
3,2024-02-14T18:00:06Z,UC12lU5ymIvSpgl8KntDQUQA,The Second Berlin Conference: Africa&#39;s Digital Enslavement,Patreon: https://www.patreon.com/HomeTeamHistory.,"{'default': {'url': 'https://i.ytimg.com/vi/7D6ICMwSp1g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7D6ICMwSp1g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7D6ICMwSp1g/hqdefault.jpg', 'width': 480, 'height': 360}}",HomeTeam History,none,2024-02-14T18:00:06Z,7D6ICMwSp1g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7D6ICMwSp1g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
34,2024-02-14T15:06:08Z,UCTis64XH8HrxE7GhEkA6YmA,Thierry Henry suffered in his career. Take care of yourself while chasing your dreams 🖤,,"{'default': {'url': 'https://i.ytimg.com/vi/g_EM2J7-rgg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/g_EM2J7-rgg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/g_EM2J7-rgg/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASide Podcast,none,2024-02-14T15:06:08Z,g_EM2J7-rgg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/g_EM2J7-rgg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
26,2024-02-13T20:30:16Z,UCW5NNtTSY5z5mENZ8dt-RCw,Brazilian Girls Love To Kiss - Rio Carnival 2024 Block Party Day 2,"Rio Carnival 2024 Block Party Day 2. Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema ...","{'default': {'url': 'https://i.ytimg.com/vi/BufS4koJrfY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BufS4koJrfY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BufS4koJrfY/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-02-13T20:30:16Z,BufS4koJrfY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/BufS4koJrfY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
24,2024-02-10T18:00:30Z,UCJmmxwdAsR7lD8fBA_qbEMw,Why Kenya&#39;s Airforce Launched a Bloody Coup in 1982,"In the pre-dawn hours of August 1, 1982, the heart of Kenya's political landscape pulsated with an audacious rhythm, as a group ...","{'default': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-02-10T18:00:30Z,kwxVBJe_MPU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kwxVBJe_MPU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
4,2024-02-08T21:05:16Z,UCh2ANLALdN1OZUJKmvchkkg,Who Were The Ancient Ethiopians? Ancestors of The Egyptians...,Did you know that? Get all our books here: https://mrimhotep.org/shop Pre-order My African Icons 2 here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-02-08T21:05:16Z,vyXtYozGb80,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vyXtYozGb80"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
35,2024-02-06T13:47:36Z,UCbvE_5m8kmm9U58gDHtzYrA,"From the street of Lagos, to the top of football! Meet Victor Osimhen!",,"{'default': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/hqdefault.jpg', 'width': 480, 'height': 360}}",AfroBallers,none,2024-02-06T13:47:36Z,lxIssl9cEYc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lxIssl9cEYc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
