Unnamed: 0,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,category
32,2024-02-07T18:59:48Z,UC4m46pCBkMEyy8gk26WKqbA,😂😂😂😂 new live show dropping Valentine’s Day on Channel 85 subscribe now!,,"{'default': {'url': 'https://i.ytimg.com/vi/i3DqhekGWTs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/i3DqhekGWTs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/i3DqhekGWTs/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-02-07T18:59:48Z,i3DqhekGWTs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/i3DqhekGWTs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
12,2024-02-07T18:47:27Z,UCKZGcrxRAhdUi58Mdr565mw,U.S Representative Ilhan Omar Called To &#39;Resign In Disgrace&#39; Over Recent Speech,Wongel Zelalem reports on U.S Representative Ilhan Omar getting called to 'Resign In Disgrace' over recent speech.,"{'default': {'url': 'https://i.ytimg.com/vi/Y4IOoUJOSoM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Y4IOoUJOSoM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Y4IOoUJOSoM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Diaspora News Channel,none,2024-02-07T18:47:27Z,Y4IOoUJOSoM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Y4IOoUJOSoM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
10,2024-02-07T18:35:06Z,UC1ettU5YSf_nIOJWffCKGQw,president Mugabe chews up a British journalist asking stupid questions,Former Zimbabwe president Lte. Robert Mugabe chews up a british journalist asking stupid questions in egypt. ✪ Subscribe ...,"{'default': {'url': 'https://i.ytimg.com/vi/YH9NOUVfMdA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YH9NOUVfMdA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YH9NOUVfMdA/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-02-07T18:35:06Z,YH9NOUVfMdA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YH9NOUVfMdA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
27,2024-02-07T16:26:17Z,UCwZ2vurIl_X8rv0Dv4mu12A,#men #relationship #marriage #family #decisions #abstinence #discipline #ineverknewtv,,"{'default': {'url': 'https://i.ytimg.com/vi/zOhKWVAdXUQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zOhKWVAdXUQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zOhKWVAdXUQ/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-02-07T16:26:17Z,zOhKWVAdXUQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/zOhKWVAdXUQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Social Issues
28,2024-02-07T15:47:18Z,UCF-A_4x9-bLrxXrmgBOWuJA,"CIC Julius Malema Addresses Ward 54, Bhambayi in Inanda, KZN.","CIC Julius Malema Addresses Ward 54, Bhambayi in Inanda, KZN.","{'default': {'url': 'https://i.ytimg.com/vi/QbidTPL9NBU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QbidTPL9NBU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QbidTPL9NBU/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-02-07T15:47:18Z,QbidTPL9NBU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/QbidTPL9NBU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
2,2024-02-07T13:56:09Z,UCjBw2SidW7wFElbmj9bgDjw,The REAL reason Morris Dancers wear Blackface 😱,,"{'default': {'url': 'https://i.ytimg.com/vi/k-WeFn5SNNs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/k-WeFn5SNNs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/k-WeFn5SNNs/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-02-07T13:56:09Z,k-WeFn5SNNs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/k-WeFn5SNNs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
26,2024-02-07T13:30:14Z,UCW5NNtTSY5z5mENZ8dt-RCw,Brazilian Babe Likes to Kiss - Rio Brazil Carnival Block Party,"Rio Carnival 2024 Brazil Block Party - Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema ...","{'default': {'url': 'https://i.ytimg.com/vi/IqYMaJXczuU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IqYMaJXczuU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IqYMaJXczuU/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-02-07T13:30:14Z,IqYMaJXczuU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IqYMaJXczuU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
9,2024-02-07T00:30:31Z,UCl6to6J7oVltnhHEVm1s87A,"On 1865, the 13th Amendment of the United States Constitution was passed, abolishing slavery.",theperspective #africanhistory #africanews #africax5 How Slavery continued after the 13th amendment 'abolished slavery' In ...,"{'default': {'url': 'https://i.ytimg.com/vi/ixJNM-5oyWU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ixJNM-5oyWU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ixJNM-5oyWU/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-02-07T00:30:31Z,ixJNM-5oyWU,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/ixJNM-5oyWU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
20,2024-02-06T20:00:16Z,UCi2uaWdy6OTf4Ty7DVC_7lw,i BUILT 3 HOUSES in 1 WEEK FOR my WORKER ALEX ... !!!,"Hello family , welcome to my YouTube channel iam_marwa ,THINGS WENT HORRIABLY BAD BUT THE END WAS .","{'default': {'url': 'https://i.ytimg.com/vi/msn5OC2GxjM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/msn5OC2GxjM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/msn5OC2GxjM/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-02-06T20:00:16Z,msn5OC2GxjM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/msn5OC2GxjM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
5,2024-02-06T18:00:09Z,UCIwGnOXoSXEI7Tooz3iKq5w,They Lied about the TRUE cradle of civilization,Join this channel to get access to perks: https://www.youtube.com/channel/UCIwGnOXoSXEI7Tooz3iKq5w/join ...,"{'default': {'url': 'https://i.ytimg.com/vi/qS92kE84VQQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/qS92kE84VQQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/qS92kE84VQQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-02-06T18:00:09Z,qS92kE84VQQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/qS92kE84VQQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
25,2024-02-06T12:21:27Z,UClwrpH_Np9zk8uMwnMwu8Nw,Elephant Foot from Namibia 😮😮🐘,The Image of AFRICA has been DISTORTED around the WORLD & We are CHANGING the NARRATIVE via YOUTUBE videos ...,"{'default': {'url': 'https://i.ytimg.com/vi/r3stEeNu-G0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/r3stEeNu-G0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/r3stEeNu-G0/hqdefault.jpg', 'width': 480, 'height': 360}}",WODE MAYA,none,2024-02-06T12:21:27Z,r3stEeNu-G0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/r3stEeNu-G0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
16,2024-02-06T04:59:29Z,UCPk29gUc_ltOGQ6f3Lh5kCg,David Oyelowo - On The Need For Black Producers (2024),David Oyelowo star and producer of LAWMEN: BASS REEVES (Paramount +) discusses the need for more black actors to be ...,"{'default': {'url': 'https://i.ytimg.com/vi/fYZXQV6S3Lc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fYZXQV6S3Lc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fYZXQV6S3Lc/hqdefault.jpg', 'width': 480, 'height': 360}}",Reelblack One,none,2024-02-06T04:59:29Z,fYZXQV6S3Lc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/fYZXQV6S3Lc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Entertainment
22,2024-02-05T23:00:00Z,UCJa58Tf70HC5q2oQDNBrJ2g,Learn To Spread Your Story Across By Correctly Packaging It For Market - The Diaspora Storytelling,Let's embark on a journey to effectively share our narrative by skillfully packaging it for the market. It's time to master the art of ...,"{'default': {'url': 'https://i.ytimg.com/vi/-6NtgWOyFIs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-6NtgWOyFIs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-6NtgWOyFIs/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-02-05T23:00:00Z,-6NtgWOyFIs,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-6NtgWOyFIs"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
0,2024-02-05T11:46:11Z,UCHbmePHjGH3pklvSla6szWw,This is How Dr. Chancellor Williams and Dr. Cheikh Anta Diop Discovered That Kemet/Egypt Was Black,"In this video we look at how Dr. Chancellor Williams and Dr. Cheikh Anta Diop reached the same conclusion about Black Kemet, ...","{'default': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/hqdefault.jpg', 'width': 480, 'height': 360}}",KueliMika,none,2024-02-05T11:46:11Z,3Zc9h4ac5cg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3Zc9h4ac5cg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
29,2024-02-05T03:17:06Z,UCF71yDQwxfw0QcYb2JnkB5Q,Why I Left the American Dream for Ghana 🇬🇭,Meet the Dynamic Duo: Nana Amobi & Kokwe Amegavie Friends for 20+ years and the masterminds behind Polish'd & Hair ...,"{'default': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I_9Ev2rbvtA/hqdefault.jpg', 'width': 480, 'height': 360}}",PassportHeavy,none,2024-02-05T03:17:06Z,I_9Ev2rbvtA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/I_9Ev2rbvtA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
4,2024-02-04T16:02:42Z,UCh2ANLALdN1OZUJKmvchkkg,The Tragic End of Pharaonic Dynasties: The Original Game of Thrones,Did you know that? Which event do you consider the most significant? Let me know in the comments below. For in depth content ...,"{'default': {'url': 'https://i.ytimg.com/vi/6LAhSW6zQXQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/6LAhSW6zQXQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/6LAhSW6zQXQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-02-04T16:02:42Z,6LAhSW6zQXQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/6LAhSW6zQXQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
23,2024-02-02T19:38:31Z,UCLjzzg-cFWpEEjnWCOpXp3Q,The Breakdown,"Join Je, Koko and President Yejide as they discuss the mainstream cooptation of black holidays and pandering toward African ...","{'default': {'url': 'https://i.ytimg.com/vi/yr_rwbhCebw/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/yr_rwbhCebw/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/yr_rwbhCebw/hqdefault_live.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,upcoming,2024-02-02T19:38:31Z,yr_rwbhCebw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/yr_rwbhCebw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
24,2024-01-29T16:00:39Z,UCJmmxwdAsR7lD8fBA_qbEMw,"Why Burkina Faso, Mali and Niger Pulled-out of Ecowas","On Sunday 28 January, Mali, Burkina Faso and Niger, announced they were leaving the Economic Community of West African ...","{'default': {'url': 'https://i.ytimg.com/vi/xqPEIBxYn28/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xqPEIBxYn28/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xqPEIBxYn28/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-01-29T16:00:39Z,xqPEIBxYn28,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xqPEIBxYn28"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",History
14,2023-12-24T14:26:09Z,UCMe6CgCi6TSZX1tUxuUvCGg,Dr Susan Tatah !!,,"{'default': {'url': 'https://i.ytimg.com/vi/ZqOJuEQ73Gg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ZqOJuEQ73Gg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ZqOJuEQ73Gg/hqdefault.jpg', 'width': 480, 'height': 360}}",Pan-African Daily TV,none,2023-12-24T14:26:09Z,ZqOJuEQ73Gg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ZqOJuEQ73Gg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Current Events
33,2023-12-02T18:02:33Z,UCMMTYgqKEgCgy1pR6Axlf0A,African American moved to Ghana to build a shipping container home on 38 acre farm with crazy views!,Container home and 38 acre farm tour. Timestamps available. In today's video we meet Calvin Daniels and check out his shipping ...,"{'default': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cwoGv1fVwnI/hqdefault.jpg', 'width': 480, 'height': 360}}",Build with Amoaa,none,2023-12-02T18:02:33Z,cwoGv1fVwnI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cwoGv1fVwnI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",Travel
