,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds,Timestamp,Title,Creator,handle,URL,Description,Type,Category,Tag,Img,Example,Unnamed: 12
13,2024-03-07T16:28:34Z,UCJH-fn0wLu5uwXX33jNToQw,Life in post-apartheid South Africa | Thabo Makhetha-Kwinana,"southafrica #apartheid #segregation #africanpodcast #africantopics Lesotho-born, South Africa raised fashion designer, Thabo ...","{'default': {'url': 'https://i.ytimg.com/vi/NbWALkH-3Ks/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NbWALkH-3Ks/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NbWALkH-3Ks/hqdefault.jpg', 'width': 480, 'height': 360}}",NewAfrica,none,2024-03-07T16:28:34Z,NbWALkH-3Ks,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NbWALkH-3Ks"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 15:51:31,NewAfrica,NewAfrica,,https://www.youtube.com/@NewAfrica,Re-introducing minds to Africa through the lenses of history.,Channel,Current Events,History,,https://youtu.be/fRsFT11CxSk,
31,2024-03-07T13:19:10Z,UCepJ2MwkHah89uXokQVgUrA,Independent Media Fact-checks New York Times #Shorts #trending #currentaffairs #news,"Over 10 million people pay to read the New York Times, a 173-year-old daily newspaper that more than 636 million people visited ...","{'default': {'url': 'https://i.ytimg.com/vi/G06fGe5qD6g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/G06fGe5qD6g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/G06fGe5qD6g/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-03-07T13:19:10Z,G06fGe5qD6g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/G06fGe5qD6g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,African Stream,African Stream,,,"African Stream is a pan-African digital media organization based exclusively on social-media platforms, focused on giving a voice to all Africans both at home and abroad through cutting-edge, African-centered content.",,Current Events,,,,
38,2024-03-07T12:23:17Z,UCTTQWaoGloNuhunZevQ2F6g,Is AI a threat to African Economies?,Artificial Intelligence (AI) will be a major economic disruptor. This chat explores some of the significant ways AI will affect African ...,"{'default': {'url': 'https://i.ytimg.com/vi/N04XsULni1Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/N04XsULni1Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/N04XsULni1Q/hqdefault.jpg', 'width': 480, 'height': 360}}",Africa Business Channel TV,none,2024-03-07T12:23:17Z,N04XsULni1Q,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/N04XsULni1Q"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,,Africa Business Channel TV,,,,,Productivity,,,,
2,2024-03-07T11:10:29Z,UCjBw2SidW7wFElbmj9bgDjw,🤯 Our Afro-Latin Alphabet - A to Z #part4 #ancientegypt #alphabet,,"{'default': {'url': 'https://i.ytimg.com/vi/tlfZSlK66Ec/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/tlfZSlK66Ec/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/tlfZSlK66Ec/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-03-07T11:10:29Z,tlfZSlK66Ec,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/tlfZSlK66Ec"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 16:21:53,The Kings Monologue,The Kings Monologue,,https://www.youtube.com/@kingmono,The disorganised musings of an unconquerable mind,Channel,History,History,,https://youtu.be/8DTVh2i1BhA,
22,2024-03-07T08:05:39Z,UCJa58Tf70HC5q2oQDNBrJ2g,Something Happened In South Carolina (Our Family Secrete) And This Is Who Are We Now,"Something Happened In South Carolina (Our Family Secrete) And This Is Who Are We Now. Learn about your history and origin, ...","{'default': {'url': 'https://i.ytimg.com/vi/Czxb7jfaVAE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Czxb7jfaVAE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Czxb7jfaVAE/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-03-07T08:05:39Z,Czxb7jfaVAE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Czxb7jfaVAE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:19:18,African Docs,African Docs,,https://www.youtube.com/@AfricanDocs,"Welcome to African Docs. In this YouTube channel, we share everything educational about Africa and Africans, both home and abroad. If you are interested in learning about Africa, you will most certainly like the content we share here, especially our podcast ""African Leadership Podcast"" which focuses on people-oriented leadership.  Our objective is to promote “a people-oriented leadership” and to inspire the leaders of tomorrow, both in Africa and among different African communities in the diaspora. Check out also our Business and self-improvement YouTube channel ""Aclasses.org""",Channel,History,History; Education; Culture,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
17,2024-03-07T02:54:45Z,UCABZ7Z6SBTp4IsARDceOq7w,"Mo&#39;Nique Airs Out VladTV, DL Hughley, And Others On Instagram Live - CH News","https://www.comedyhype.com/ - Mo'Nique has returned back to her social media to continue her issues with DL Hughley, VladTV, ...","{'default': {'url': 'https://i.ytimg.com/vi/IOY9nKSMvro/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IOY9nKSMvro/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IOY9nKSMvro/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-03-07T02:54:45Z,IOY9nKSMvro,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/IOY9nKSMvro"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/7/2023 16:08:50,Comedy Hype,Comedy Hype,,https://www.youtube.com/@ComedyHype,HYPE+,Channel,Entertainment,Entertainment,,https://youtu.be/-TEGX1r0k0A,
32,2024-03-07T01:38:27Z,UC4m46pCBkMEyy8gk26WKqbA,Ugly Money Niche | New Jack Thriller city | 02.13.24,85southshow Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/fenasRWPpf8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fenasRWPpf8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fenasRWPpf8/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-03-07T01:38:27Z,fenasRWPpf8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/fenasRWPpf8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,The 85 South Comedy Show,The 85 South Comedy Show,,,,,Entertainment,,,,
34,2024-03-06T22:52:35Z,UCTis64XH8HrxE7GhEkA6YmA,Were Real Madrid ROBBED this weekend?!? #madrid #real #realmadrid,,"{'default': {'url': 'https://i.ytimg.com/vi/XZ1ja8KBpgI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/XZ1ja8KBpgI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/XZ1ja8KBpgI/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASide Media,none,2024-03-06T22:52:35Z,XZ1ja8KBpgI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/XZ1ja8KBpgI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,,5ASide Podcast ,,,,,Sports,,,,
36,2024-03-06T22:02:52Z,UCv8G-xZ_BBGufjbN6jbvLMQ,Stealing at Walmart vs. Target - Comedian Detroit Reid - Chocolate Sundaes Standup Comedy,"Stealing is a completely different experience at Walmart vs. Target. For more comedian Detroit Reid, follow him on his socials ...","{'default': {'url': 'https://i.ytimg.com/vi/1fw4C9-cEMA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1fw4C9-cEMA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1fw4C9-cEMA/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-03-06T22:02:52Z,1fw4C9-cEMA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1fw4C9-cEMA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",,,Chocolate Sundaes,,,,,Entertainment,,,,
11,2024-03-06T18:40:20Z,UC-4h1XQ47sf0vbFwJvuBhEA,Ghana to lose over $3 8 billion &amp; faces heavy economic sanctions over anti LGBTQ bill,"Ghana to lose over $3 8 billion & faces heavy economic sanctions over anti LGBTQ bill - On Wednesday, February 28th, 2024, ...","{'default': {'url': 'https://i.ytimg.com/vi/sZQgX08Y3qI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sZQgX08Y3qI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sZQgX08Y3qI/hqdefault.jpg', 'width': 480, 'height': 360}}",The New Africa Channel,none,2024-03-06T18:40:20Z,sZQgX08Y3qI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/sZQgX08Y3qI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:24:27,The New Africa Channel,The New Africa Channel,,https://www.youtube.com/@TheNewAfricaChannel,"The New Africa Channel is Africa’s most comprehensive and number video channel for mega construction projects, development, technology, environmental, business opportunities, trending issues, and more.  Our work aims to connect Africans in Africa and in the Diaspora with the rest of the world. No matter where we come from, we're all connected to Africa. At The New Africa Channel, our viewing audience guides the direction of our platform, and we always want to present quality content that meets our viewer's needs.",Channel,Current Events,History; News; Implementation; Strategy,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
10,2024-03-06T16:20:42Z,UC1ettU5YSf_nIOJWffCKGQw,Toni Morrison chews up an Aussie reporter asking racist question,Toni Morrison an African American Nobel Laureate responds to an australian reporter asking her if she'd incooperate more of ...,"{'default': {'url': 'https://i.ytimg.com/vi/CcH5sjkmEQo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CcH5sjkmEQo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CcH5sjkmEQo/hqdefault.jpg', 'width': 480, 'height': 360}}",LuiSpot,none,2024-03-06T16:20:42Z,CcH5sjkmEQo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CcH5sjkmEQo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",6/5/2023 17:22:07,Luisp0t,Luisp0t,,https://www.youtube.com/@Luisp0t,"Hey this is Lui. I'm an industrial chemist creating visual content, this is my spot - LuiSpot. Careful, English is not my 1st language, so I might not be able to please your ego. Mom says i'm lazy, but lazy doesn’t always mean bad. ",Channel,Current Events,News; History; Discussion;,none,https://youtu.be/fH8cSxfGiuA?si=_BxvmHzhsKaIzzC1,
