,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videID,embeds
20,2024-02-16T16:45:12Z,UCi2uaWdy6OTf4Ty7DVC_7lw,it&#39;s Hard work  iam_marwa,"Hello family , welcome to my YouTube channel iam_marwa , i hope you have enjoyed this video. PayPal ...","{'default': {'url': 'https://i.ytimg.com/vi/A1zw_tb4Xio/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/A1zw_tb4Xio/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/A1zw_tb4Xio/hqdefault.jpg', 'width': 480, 'height': 360}}",iam_marwa,none,2024-02-16T16:45:12Z,A1zw_tb4Xio,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/A1zw_tb4Xio"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
6,2024-02-16T15:00:29Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Purpose, Impact, and Financial Empowerment","In this clip, Thasunda Brown Duckett shares her powerful insights on the value of purpose and impact. As a leader passionate ...","{'default': {'url': 'https://i.ytimg.com/vi/cki_L4pYaJA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cki_L4pYaJA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cki_L4pYaJA/hqdefault.jpg', 'width': 480, 'height': 360}}",Earn Your Leisure,none,2024-02-16T15:00:29Z,cki_L4pYaJA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cki_L4pYaJA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
31,2024-02-16T12:52:43Z,UCepJ2MwkHah89uXokQVgUrA,Brazil Renews Call For Palestine State #Shorts,"Brazilian President Luiz Inácio 'Lula' da Silva, in denouncing Israel's 4-month bombardment and siege of Gaza, called for a ...","{'default': {'url': 'https://i.ytimg.com/vi/V624fXy8apY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/V624fXy8apY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/V624fXy8apY/hqdefault.jpg', 'width': 480, 'height': 360}}",African Stream,none,2024-02-16T12:52:43Z,V624fXy8apY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/V624fXy8apY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
2,2024-02-16T11:09:40Z,UCjBw2SidW7wFElbmj9bgDjw,I&#39;ll look up ANYTHING in my 200 year old dictionary! LIVESTREAM,Samuel Johson published the oldest comprehensive dictionary of the English Language in 1755... I have a genuine copy of the ...,"{'default': {'url': 'https://i.ytimg.com/vi/YOr3eEU-ePY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YOr3eEU-ePY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YOr3eEU-ePY/hqdefault.jpg', 'width': 480, 'height': 360}}",The Kings Monologue,none,2024-02-16T11:09:40Z,YOr3eEU-ePY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/YOr3eEU-ePY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
28,2024-02-16T08:00:23Z,UCF-A_4x9-bLrxXrmgBOWuJA,EFF Podcast Episode 16: Imboni Dr. Uzwi Lezwe Radebe on the EFF Podcast.,In this episode we explore the conundrum between Spirituality and Religion. The African Indigenous Spiritual Guide (Imboni) Dr.,"{'default': {'url': 'https://i.ytimg.com/vi/elZTrjiLbTk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/elZTrjiLbTk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/elZTrjiLbTk/hqdefault.jpg', 'width': 480, 'height': 360}}",Economic Freedom Fighters,none,2024-02-16T08:00:23Z,elZTrjiLbTk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/elZTrjiLbTk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
9,2024-02-16T00:30:02Z,UCl6to6J7oVltnhHEVm1s87A,"Bernard Harris, Jr. became the first African American astronaut to walk in space.","theperspective #africanhistory #africanews #africax5 In 1995, Bernard Harris, Jr. became the first African American astronaut to ...","{'default': {'url': 'https://i.ytimg.com/vi/3yfQQ-DpcVA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3yfQQ-DpcVA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3yfQQ-DpcVA/hqdefault.jpg', 'width': 480, 'height': 360}}",Africax5 Network,none,2024-02-16T00:30:02Z,3yfQQ-DpcVA,"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/3yfQQ-DpcVA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
17,2024-02-15T23:03:44Z,UCABZ7Z6SBTp4IsARDceOq7w,Mike Epps Confronts Shannon Sharpe Over Online Threats - CH News,https://www.hypeplustv.com/ - Mike Epps and Shannon Sharpe would officially meet up today after trending online over after a ...,"{'default': {'url': 'https://i.ytimg.com/vi/uQBXDThS5Qo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uQBXDThS5Qo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uQBXDThS5Qo/hqdefault.jpg', 'width': 480, 'height': 360}}",Comedy Hype,none,2024-02-15T23:03:44Z,uQBXDThS5Qo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uQBXDThS5Qo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
22,2024-02-15T23:00:14Z,UCJa58Tf70HC5q2oQDNBrJ2g,Africans In The Battle For Their Soul And They Need The Power Of Their Stories To Win.,"Africans in the battle for their soul and we need storytelling to win. Through the art of storytelling, Africans can reclaim their ...","{'default': {'url': 'https://i.ytimg.com/vi/OIoLle3L9VM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OIoLle3L9VM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OIoLle3L9VM/hqdefault.jpg', 'width': 480, 'height': 360}}",African Docs,none,2024-02-15T23:00:14Z,OIoLle3L9VM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/OIoLle3L9VM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
36,2024-02-15T18:31:49Z,UCv8G-xZ_BBGufjbN6jbvLMQ,I Was The First Black Kid on a Leash - @RobHaZepresents - Chocolate Sundaes Comedy #shorts,,"{'default': {'url': 'https://i.ytimg.com/vi/L5Q4b6m4NLc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/L5Q4b6m4NLc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/L5Q4b6m4NLc/hqdefault.jpg', 'width': 480, 'height': 360}}",Chocolate Sundaes Comedy,none,2024-02-15T18:31:49Z,L5Q4b6m4NLc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/L5Q4b6m4NLc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
5,2024-02-15T18:05:00Z,UCIwGnOXoSXEI7Tooz3iKq5w,Evidence of African Nobility all over Medieval Europe.,,"{'default': {'url': 'https://i.ytimg.com/vi/b-WJ2hel-FQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/b-WJ2hel-FQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/b-WJ2hel-FQ/hqdefault.jpg', 'width': 480, 'height': 360}}",Without History,none,2024-02-15T18:05:00Z,b-WJ2hel-FQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/b-WJ2hel-FQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
27,2024-02-15T16:00:36Z,UCwZ2vurIl_X8rv0Dv4mu12A,Rusty Cundieff  Working With Spike Lee And What &#39;School Daze&#39; Got Right And Wrong About Greek Life,Watch the full interview with Rusty Cundieff NOW as an 'I Never Knew Tv' Youtube Member ...,"{'default': {'url': 'https://i.ytimg.com/vi/htAWLb3gfZ4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/htAWLb3gfZ4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/htAWLb3gfZ4/hqdefault.jpg', 'width': 480, 'height': 360}}",I Never Knew Tv,none,2024-02-15T16:00:36Z,htAWLb3gfZ4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/htAWLb3gfZ4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
3,2024-02-14T18:00:06Z,UC12lU5ymIvSpgl8KntDQUQA,The Second Berlin Conference: Africa&#39;s Digital Enslavement,Patreon: https://www.patreon.com/HomeTeamHistory.,"{'default': {'url': 'https://i.ytimg.com/vi/7D6ICMwSp1g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7D6ICMwSp1g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7D6ICMwSp1g/hqdefault.jpg', 'width': 480, 'height': 360}}",HomeTeam History,none,2024-02-14T18:00:06Z,7D6ICMwSp1g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7D6ICMwSp1g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
34,2024-02-14T15:06:08Z,UCTis64XH8HrxE7GhEkA6YmA,Thierry Henry suffered in his career. Take care of yourself while chasing your dreams 🖤,,"{'default': {'url': 'https://i.ytimg.com/vi/g_EM2J7-rgg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/g_EM2J7-rgg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/g_EM2J7-rgg/hqdefault.jpg', 'width': 480, 'height': 360}}",5ASide Podcast,none,2024-02-14T15:06:08Z,g_EM2J7-rgg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/g_EM2J7-rgg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
23,2024-02-13T21:19:51Z,UCLjzzg-cFWpEEjnWCOpXp3Q,Hands Off Uhuru! Fightback Coalition OPEN MEETING,Welcome to this open meeting of the Hands Off Uhuru! Fightback Coalition.,"{'default': {'url': 'https://i.ytimg.com/vi/gb3CiU2U4M8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gb3CiU2U4M8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gb3CiU2U4M8/hqdefault.jpg', 'width': 480, 'height': 360}}",The Burning Spear TV,none,2024-02-13T21:19:51Z,gb3CiU2U4M8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/gb3CiU2U4M8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
26,2024-02-13T20:30:16Z,UCW5NNtTSY5z5mENZ8dt-RCw,Brazilian Girls Love To Kiss - Rio Carnival 2024 Block Party Day 2,"Rio Carnival 2024 Block Party Day 2. Rio de Janeiro is a huge seaside city in Brazil, famed for its Copacabana and Ipanema ...","{'default': {'url': 'https://i.ytimg.com/vi/BufS4koJrfY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BufS4koJrfY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BufS4koJrfY/hqdefault.jpg', 'width': 480, 'height': 360}}",ACE ,none,2024-02-13T20:30:16Z,BufS4koJrfY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/BufS4koJrfY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
30,2024-02-11T20:25:50Z,UCOhiR-6Y-MZtMERKRENrcRw,"5th Afro American Woman deleted in Gambia, she reveals the people","This channel is to bring the awareness to the world of the beautiful continent of Africa. My intentions are to show the development, ...","{'default': {'url': 'https://i.ytimg.com/vi/-x2mGZ_C2Ew/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-x2mGZ_C2Ew/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-x2mGZ_C2Ew/hqdefault.jpg', 'width': 480, 'height': 360}}",GoBlack2Africa ,none,2024-02-11T20:25:50Z,-x2mGZ_C2Ew,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-x2mGZ_C2Ew"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
24,2024-02-10T18:00:30Z,UCJmmxwdAsR7lD8fBA_qbEMw,Why Kenya&#39;s Airforce Launched a Bloody Coup in 1982,"In the pre-dawn hours of August 1, 1982, the heart of Kenya's political landscape pulsated with an audacious rhythm, as a group ...","{'default': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kwxVBJe_MPU/hqdefault.jpg', 'width': 480, 'height': 360}}",African Biographics,none,2024-02-10T18:00:30Z,kwxVBJe_MPU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kwxVBJe_MPU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
32,2024-02-10T05:00:09Z,UC4m46pCBkMEyy8gk26WKqbA,Broken Play | Navv Greene | S02 | EP23 | 02.09.24,THIS WEEK ON BROKEN PLAY: SuperBowl Sunday is here and they done got our favorite uncle for DWI. The guys discuss Pat ...,"{'default': {'url': 'https://i.ytimg.com/vi/F3wVlIBB1YI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/F3wVlIBB1YI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/F3wVlIBB1YI/hqdefault.jpg', 'width': 480, 'height': 360}}",The 85 South Comedy Show,none,2024-02-10T05:00:09Z,F3wVlIBB1YI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/F3wVlIBB1YI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
4,2024-02-08T21:05:16Z,UCh2ANLALdN1OZUJKmvchkkg,Who Were The Ancient Ethiopians? Ancestors of The Egyptians...,Did you know that? Get all our books here: https://mrimhotep.org/shop Pre-order My African Icons 2 here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/vyXtYozGb80/hqdefault.jpg', 'width': 480, 'height': 360}}",Mr. Imhotep,none,2024-02-08T21:05:16Z,vyXtYozGb80,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/vyXtYozGb80"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
35,2024-02-06T13:47:36Z,UCbvE_5m8kmm9U58gDHtzYrA,"From the street of Lagos, to the top of football! Meet Victor Osimhen!",,"{'default': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lxIssl9cEYc/hqdefault.jpg', 'width': 480, 'height': 360}}",AfroBallers,none,2024-02-06T13:47:36Z,lxIssl9cEYc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/lxIssl9cEYc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
0,2024-02-05T11:46:11Z,UCHbmePHjGH3pklvSla6szWw,This is How Dr. Chancellor Williams and Dr. Cheikh Anta Diop Discovered That Kemet/Egypt Was Black,"In this video we look at how Dr. Chancellor Williams and Dr. Cheikh Anta Diop reached the same conclusion about Black Kemet, ...","{'default': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3Zc9h4ac5cg/hqdefault.jpg', 'width': 480, 'height': 360}}",KueliMika,none,2024-02-05T11:46:11Z,3Zc9h4ac5cg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/3Zc9h4ac5cg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>"
